date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:44:26	88981/88981	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:26%20GMT	https://laravel.pixelstrap.com/viho/ui-kits/tab-material	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/ui-kits/tab-material.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:26	78677/78677	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:26%20GMT	https://laravel.pixelstrap.com/viho/ui-kits/navs	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/ui-kits/navs.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:27	60692/60692	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:26%20GMT	https://laravel.pixelstrap.com/viho/ui-kits/box-shadow	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/ui-kits/box-shadow.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:27	73748/73748	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:26%20GMT	https://laravel.pixelstrap.com/viho/ui-kits/list	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/ui-kits/list.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:27	72233/72233	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:26%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/scrollable	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/scrollable.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:27	70541/70541	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:27%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/tree	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/tree.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:28	88750/88750	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:27%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/bootstrap-notify	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/bootstrap-notify.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:28	65048/65048	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:27%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/rating	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/rating.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:28	58944/58944	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:27%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/dropzone	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/dropzone.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:28	68752/68752	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:27%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/tour	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/tour.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:28	58878/58878	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:28%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/sweet-alert2	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/sweet-alert2.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:29	64800/64800	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:28%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/modal-animated	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/modal-animated.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:29	77903/77903	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:28%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/owl-carousel	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/owl-carousel.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:29	74188/74188	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:28%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/ribbons	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/ribbons.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:29	66162/66162	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:29%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/pagination	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/pagination.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:30	69788/69788	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:29%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/steps	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/steps.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:30	60163/60163	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:29%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/breadcrumb	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/breadcrumb.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:30	58627/58627	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:29%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/range-slider	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/range-slider.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:30	79879/79879	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:30%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/image-cropper	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/image-cropper.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:31	56714/56714	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:30%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/sticky	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/sticky.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:31	71920/71920	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:30%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/basic-card	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/basic-card.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:31	64208/64208	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:30%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/creative-card	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/creative-card.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:31	84599/84599	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:30%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/tabbed-card	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/tabbed-card.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:31	61783/61783	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:31%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/dragable-card	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/dragable-card.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:31	59731/59731	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:31%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/timeline-v-1	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/timeline-v-1.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:32	57200/57200	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:31%20GMT	https://laravel.pixelstrap.com/viho/bonus-ui/timeline-v-2	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/bonus-ui/timeline-v-2.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:32	58383/58383	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:31%20GMT	https://laravel.pixelstrap.com/viho/builders/form-builder-1	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/builders/form-builder-1.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:32	70994/70994	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:32%20GMT	https://laravel.pixelstrap.com/viho/builders/form-builder-2	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/builders/form-builder-2.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:32	62403/62403	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:32%20GMT	https://laravel.pixelstrap.com/viho/builders/pagebuild	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/builders/pagebuild.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:33	302261/302261	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:32%20GMT	https://laravel.pixelstrap.com/viho/builders/button-builder	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/builders/button-builder.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:33	70879/70879	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:32%20GMT	https://laravel.pixelstrap.com/viho/animation/animate	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/animation/animate.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:33	83566/83566	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:32%20GMT	https://laravel.pixelstrap.com/viho/animation/scroll-reval	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/animation/scroll-reval.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:33	86539/86539	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:33%20GMT	https://laravel.pixelstrap.com/viho/animation/aos	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/animation/aos.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:33	64920/64920	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:33%20GMT	https://laravel.pixelstrap.com/viho/animation/tilt	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/animation/tilt.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:34	86730/86730	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:33%20GMT	https://laravel.pixelstrap.com/viho/animation/wow	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/animation/wow.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:34	120491/120491	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:33%20GMT	https://laravel.pixelstrap.com/viho/icons/flag-icon	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/icons/flag-icon.html	(from https://laravel.pixelstrap.com/viho/dashboard)
08:44:35	116374/116374	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2001:44:34%20GMT	https://laravel.pixelstrap.com/viho/icons/font-awesome	D:/Project/Scomptec/1.%20Tampilan/Template%202%20Sela/laravel.pixelstrap.com/viho/icons/font-awesome.html	(from https://laravel.pixelstrap.com/viho/dashboard)
